date,ymd,calaveras_reservoir,pond_f2,pond_f3e,pond_f3w,pond_f4,pond_f6,ready_mix_pond,san_antonio_reservoir
8/20/2011,20110820,703.5,-999,203.1403125,219.9621875,237.1838542,-999,256.4788542,465.2
8/21/2011,20110821,703.4,-999,203.3941667,219.746875,236.9115625,-999,256.6298958,465.1
8/22/2011,20110822,703.4,-999,203.6580208,219.53125,236.7326042,-999,256.6848958,465
8/23/2011,20110823,703.3,-999,203.9247917,219.1677083,236.56625,-999,256.6236458,464.8
8/24/2011,20110824,703.4,-999,204.1421875,218.91,236.343125,-999,256.4794792,464.8
8/25/2011,20110825,703.4,-999,204.3655208,218.6460417,236.2153125,-999,256.3738542,464.9
8/26/2011,20110826,703.4,-999,204.5877083,218.4191667,235.9944792,-999,256.3244792,464.9
8/27/2011,20110827,703.3,-999,204.8127083,218.1735417,235.7421875,-999,256.40125,464.9
8/28/2011,20110828,703.3,-999,205.0138542,217.9419792,235.4538542,-999,256.6845833,464.9
8/29/2011,20110829,703.3,-999,205.1990625,217.6710417,235.2578125,-999,256.7857292,464.8
8/30/2011,20110830,703.3,-999,205.4030208,217.3905208,235.0642708,-999,256.868125,464.8
8/31/2011,20110831,703.3,-999,205.5840625,217.075,234.8791667,-999,256.9292708,464.8
9/1/2011,20110901,703.1,-999,205.7638542,216.7580208,234.8013542,-999,256.8282292,465.1
9/2/2011,20110902,702.9,-999,205.9521875,216.4298958,234.611875,-999,256.7209375,465.1
9/3/2011,20110903,702.8,-999,206.0745833,216.1080208,234.3873958,-999,256.818125,465.1
9/4/2011,20110904,702.8,-999,206.224375,215.7580208,234.2664583,-999,257.0954167,465.3
9/5/2011,20110905,702.7,-999,206.3579167,215.4260417,234.1647917,-999,257.4180208,465.3
9/6/2011,20110906,702.7,-999,206.511875,215.07125,233.9966667,-999,257.5140625,465.3
9/7/2011,20110907,702.6,-999,206.6265625,214.6589583,233.689375,-999,257.3825,465.3
9/8/2011,20110908,702.6,-999,206.7452083,214.21125,233.6195833,-999,257.2938542,465.5
9/9/2011,20110909,702.3,-999,206.8480208,213.7643956,233.3544048,-999,257.1898851,465.5
9/10/2011,20110910,702.3,-999,206.9515625,213.3233333,233.0142708,-999,257.1876042,465.5
9/11/2011,20110911,702.2,-999,207.064375,212.854375,232.7605208,-999,257.3166667,465.5
9/12/2011,20110912,702.2,-999,207.1569792,212.354375,232.5703125,-999,257.3664583,465.5
9/13/2011,20110913,702.2,-999,207.2528125,211.8607292,232.3642708,-999,257.2440625,465.5
9/14/2011,20110914,702.2,-999,207.3326042,211.3248958,232.4064583,-999,257.1603125,465.5
9/15/2011,20110915,702.2,-999,207.4252083,210.7972917,232.0304167,-999,257.0576042,465.4
9/16/2011,20110916,702.2,-999,207.4814583,210.2378125,231.6304167,-999,257.079375,465.4
9/17/2011,20110917,702.2,-999,207.5827083,209.7215625,231.3521875,-999,257.0784375,465.4
9/18/2011,20110918,702.2,-999,207.6757292,209.1816667,231.3045833,-999,257.218125,465.4
9/19/2011,20110919,702.2,-999,207.734375,208.595,231.2260417,-999,257.23625,465.4
9/20/2011,20110920,702.2,-999,207.6976042,207.9460417,231.0042708,-999,256.9145833,465.3
9/21/2011,20110921,702.2,-999,207.2614583,207.2567708,230.8698958,-999,256.5495833,465.3
9/22/2011,20110922,702.2,-999,206.7654167,206.5155208,230.708125,-999,256.1232292,465.4
9/23/2011,20110923,702.2,-999,206.3158333,205.7508333,230.2510417,-999,255.7626042,465.4
9/24/2011,20110924,702.2,-999,205.7840625,205.6608333,230.08375,-999,255.4570833,465.4
9/25/2011,20110925,702,-999,204.974375,206.7308333,230.1029167,-999,255.3238542,465.3
9/26/2011,20110926,702,-999,204.3382292,207.7641667,230.0963542,-999,255.170625,465.2
9/27/2011,20110927,702,-999,204.190625,208.7535417,230.1784375,-999,255.17,465.2
9/28/2011,20110928,702,-999,204.0789583,209.7146875,230.2057292,-999,255.1466667,465.2
9/29/2011,20110929,702,-999,203.9310417,210.5590625,229.9634375,-999,255.2461458,465.2
9/30/2011,20110930,701.9,-999,203.7835417,211.3436458,229.8423958,-999,255.1926042,465.1
10/1/2011,20111001,701.9,-999,203.6678125,212.0769792,229.8495833,-999,254.9984375,465.2
10/2/2011,20111002,702,-999,203.5373958,212.7464583,229.8633333,-999,254.94375,465.1
10/3/2011,20111003,701.9,-999,203.3945833,213.4016667,229.7945833,-999,254.8009375,465.1
10/4/2011,20111004,701.9,-999,203.2577083,214.05,229.7133333,-999,254.8013542,465.1
10/5/2011,20111005,702.1,-999,203.1730208,214.6092708,229.6619792,-999,254.8040625,465.1
10/6/2011,20111006,702.2,-999,203.0805208,215.1317708,229.6888542,-999,254.7954167,465.1
10/7/2011,20111007,702.2,-999,202.9465625,215.6078125,229.5776042,-999,254.9678125,465.1
10/8/2011,20111008,702.2,-999,202.8266667,216.0575,229.4615625,-999,255.1755208,465.1
10/9/2011,20111009,702.1,-999,202.6970833,216.4248958,229.4514583,-999,255.4808333,465.1
10/10/2011,20111010,702.1,-999,202.5497917,216.8054167,229.44625,-999,255.5790625,465.1
10/11/2011,20111011,702.1,-999,202.440625,217.1423958,229.3809375,-999,255.458125,465.1
10/12/2011,20111012,702.2,-999,202.34,217.4235417,229.1658333,-999,255.3860417,465.1
10/13/2011,20111013,702.3,-999,202.2138542,217.6263542,229.0317708,-999,255.36,465.1
10/14/2011,20111014,702.2,-999,202.1016667,217.8390625,228.8165625,-999,255.2992708,465.1
10/15/2011,20111015,702.2,-999,201.9683333,218.0411458,228.7464583,-999,255.4121875,465.1
10/16/2011,20111016,702.1,-999,201.8445833,218.2161458,228.7298958,-999,255.6770833,465.1
10/17/2011,20111017,702.2,-999,201.7130208,218.3753125,228.6191667,-999,255.7570833,465
10/18/2011,20111018,702.2,-999,201.60125,218.5289583,228.463125,-999,255.5230208,465
10/19/2011,20111019,702.1,-999,201.4963542,218.6555208,228.2533333,-999,255.4921875,465
10/20/2011,20111020,702.2,-999,201.3726042,218.7709375,228.16375,-999,255.4857292,465
10/21/2011,20111021,702.2,-999,201.2596875,218.8490625,228.0813542,-999,255.4936458,465
10/22/2011,20111022,702.2,-999,201.1517708,218.9072917,228.0521875,-999,255.6886458,465.1
10/23/2011,20111023,701.5,-999,201.0475,218.9619792,228.074375,-999,255.9979167,465.3
10/24/2011,20111024,701.2,-999,200.9352083,218.9803125,228.039375,-999,256.0435417,465.7
10/25/2011,20111025,700.9,-999,200.8308333,219.0189583,228.0551042,-999,255.9015625,465.9
10/26/2011,20111026,700.6,-999,200.7378125,219.0251042,228.0666667,-999,255.8155208,466.1
10/27/2011,20111027,700.1,-999,200.6294792,219.033125,228.06375,-999,255.7722917,466.2
10/28/2011,20111028,699.9,-999,200.5286458,219.0101042,227.9377083,-999,255.8463542,466.3
10/29/2011,20111029,699.4,-999,200.4033333,219.0054167,227.8996875,-999,255.9204167,466.4
10/30/2011,20111030,699,-999,200.2982292,218.9758333,227.9107292,-999,256.0902083,466.5
10/31/2011,20111031,698.8,-999,200.1933333,218.936875,227.7885417,-999,256.1878125,466.7
11/1/2011,20111101,698.4,-999,199.59875,218.8941667,227.7060417,-999,256.1620833,466.8
11/2/2011,20111102,698.1,-999,198.988125,218.8464583,227.7901042,-999,256.1484375,466.9
11/3/2011,20111103,698,-999,198.93125,218.8122917,228.0085417,-999,256.0467708,466.9
11/4/2011,20111104,698,-999,198.8683333,218.8163542,228.2577083,-999,256.0140625,466.7
11/5/2011,20111105,697.9,-999,198.9919792,218.6111458,228.4728125,-999,256.138125,466.6
11/6/2011,20111106,698.1,-999,199.171875,218.416875,228.5139583,-999,256.4265625,466.5
11/7/2011,20111107,698.1,-999,199.3104167,218.2271875,228.5554167,-999,256.5104167,466.4
11/8/2011,20111108,698,-999,199.4344792,218.0665625,228.7520833,-999,256.4280208,466.2
11/9/2011,20111109,698,-999,199.5570833,218.0660417,228.7669792,-999,256.3710417,466
11/10/2011,20111110,697.9,-999,199.683125,217.89625,228.7770833,-999,256.2660417,466.2
11/11/2011,20111111,698,-999,199.8102083,217.700625,228.7786458,-999,255.9514583,466
11/12/2011,20111112,698.2,-999,199.9435417,217.5378125,228.7675,-999,255.7659375,465.8
11/13/2011,20111113,698.2,-999,200.0609375,217.3516667,228.7276042,-999,255.7623958,465.7
11/14/2011,20111114,698.3,-999,200.1573958,217.1811458,228.6980208,-999,255.6088542,465.6
11/15/2011,20111115,698.2,-999,200.2684375,217.0329167,228.7148958,-999,255.2582292,465.6
11/16/2011,20111116,698.2,-999,199.5066667,216.8121875,229.0067708,-999,254.8514583,465.5
11/17/2011,20111117,698.2,-999,198.5911458,216.8477083,229.506875,-999,254.4707292,465.3
11/18/2011,20111118,698.2,-999,198.6867708,216.8029167,229.4804167,-999,254.3886458,465.2
11/19/2011,20111119,698.2,-999,198.8094792,216.6952083,229.4421875,-999,254.5416667,464.9
11/20/2011,20111120,698.2,-999,198.910625,216.5035417,229.3844792,-999,254.8690625,464.7
11/21/2011,20111121,698.3,-999,198.9278125,216.3942708,229.4140625,-999,255.0308333,464.5
11/22/2011,20111122,698.2,-999,198.5910938,216.3084375,229.5597917,-999,255.0233333,464.5
11/23/2011,20111123,698.1,-999,-999,216.2395833,229.9,-999,254.7967708,464.5
11/24/2011,20111124,698.3,-999,-999,216.16625,229.8626042,-999,254.6848958,464
11/25/2011,20111125,698.2,-999,-999,216.1301042,229.80125,-999,254.6934375,464.1
11/26/2011,20111126,698.2,-999,-999,216.1339583,229.7472917,-999,254.6785417,463.8
11/27/2011,20111127,698.2,-999,-999,215.9888542,229.6761458,-999,254.6763542,463.7
11/28/2011,20111128,698.2,-999,-999,215.9436458,229.7242708,-999,254.58,463.6
11/29/2011,20111129,698.2,-999,-999,215.9220833,230.123125,-999,254.4529167,463.5
11/30/2011,20111130,697.8,-999,-999,216.0359375,230.1484375,-999,254.4008333,463.5
12/1/2011,20111201,697.5,-999,-999,216.1684375,230.081875,-999,254.3826042,463.7
12/2/2011,20111202,697.3,-999,-999,216.1190625,230.1057292,-999,254.4153125,463.8
12/3/2011,20111203,697,-999,-999,216.0765625,230.3913542,-999,254.5083333,463.9
12/4/2011,20111204,696.6,-999,-999,216.3035417,230.34625,-999,254.8013542,464.2
12/5/2011,20111205,696.2,-999,-999,216.4613542,230.2555208,-999,254.9546875,464.2
12/6/2011,20111206,696,-999,-999,215.9564583,230.1894792,-999,254.6404167,464.2
12/7/2011,20111207,695.8,-999,-999,216.4253125,230.1054167,-999,254.2515625,464
12/8/2011,20111208,695.5,-999,-999,216.2230208,230.0794792,-999,254.139375,463.9
12/9/2011,20111209,695.1,-999,-999,216.1401042,230.2963542,-999,254.1567708,463.9
12/10/2011,20111210,694.8,-999,-999,215.9347917,230.4863542,-999,254.3594792,463.8
12/11/2011,20111211,694.5,-999,-999,215.740625,230.4355208,-999,254.7196875,463.8
12/12/2011,20111212,694.2,-999,-999,215.7666667,230.4361458,-999,254.840625,463.7
12/13/2011,20111213,693.9,-999,-999,215.7029167,230.4621875,-999,254.7889583,463.7
12/14/2011,20111214,693.6,-999,-999,215.5223958,230.4548958,-999,254.7559375,463.5
12/15/2011,20111215,693.3,-999,-999,214.9172917,230.5082292,-999,254.7342708,463.3
12/16/2011,20111216,693,-999,-999,214.24875,230.8560417,-999,254.8702083,463.2
12/17/2011,20111217,692.7,-999,-999,213.6938542,230.8040625,-999,255.0672917,463.1
12/18/2011,20111218,692.5,-999,-999,213.011875,230.72,-999,255.3528125,463.1
12/19/2011,20111219,692.2,-999,-999,212.4169792,230.7321875,-999,255.4960417,463.1
12/20/2011,20111220,691.76,-999,-999,211.8101042,230.8514583,-999,255.1878125,463
12/21/2011,20111221,691.33,-999,-999,211.2138542,230.9011458,-999,254.8092708,463
12/22/2011,20111222,690.89,-999,-999,210.59625,230.9221875,-999,254.4348958,463
12/23/2011,20111223,690.46,-999,-999,209.9098958,230.8507292,-999,254.0954167,462.7
12/24/2011,20111224,690.02,-999,-999,209.2298958,230.7446875,-999,253.9561458,462.7
12/25/2011,20111225,689.58,-999,-999,208.5157292,230.6663542,-999,253.9654167,462.6
12/26/2011,20111226,689.15,-999,-999,207.8965625,230.595,-999,253.975625,462.5
12/27/2011,20111227,688.71,-999,-999,207.2023958,230.6585417,-999,253.8109375,462.4
12/28/2011,20111228,688.28,-999,-999,206.4823958,231.150625,-999,253.7634375,462.3
12/29/2011,20111229,687.84,-999,-999,205.8596875,231.2426042,-999,253.788125,462.3
12/30/2011,20111230,687.4,-999,-999,205.1076042,231.2466667,-999,253.6679167,462.2
12/31/2011,20111231,686.97,-999,-999,204.4025263,231.1340625,-999,253.6686458,462.1
1/1/2012,20120101,686.53,-999,-999,-999,231.040625,-999,253.68375,462
1/2/2012,20120102,686.1,-999,-999,-999,230.9417708,-999,253.6741667,461.8
1/3/2012,20120103,685.66,-999,-999,-999,230.9871875,-999,253.5455208,461.8
1/4/2012,20120104,685.22,-999,-999,-999,231.42,-999,253.5913542,461.8
1/5/2012,20120105,684.79,-999,-999,-999,231.3980208,-999,253.8428125,461.7
1/6/2012,20120106,684.35,-999,-999,-999,231.374375,-999,254.1267708,461.8
1/7/2012,20120107,683.92,-999,-999,-999,231.37875,-999,254.391875,461.8
1/8/2012,20120108,683.48,-999,-999,-999,231.2707292,-999,254.7007292,461.8
1/9/2012,20120109,683.04,-999,-999,-999,231.1973958,-999,254.9327083,461.7
1/10/2012,20120110,682.61,-999,-999,-999,231.494375,-999,255.0760417,461.7
1/11/2012,20120111,682.17,-999,-999,-999,231.5111458,-999,255.1005208,461.6
1/12/2012,20120112,681.74,-999,-999,204.048,231.5488542,-999,255.104375,461.9
1/13/2012,20120113,681.3,-999,-999,204.4238542,231.5685417,-999,254.8325,462.2
1/14/2012,20120114,680.9,-999,-999,205.0797917,231.5282292,-999,254.6601042,462.6
1/15/2012,20120115,680.4,-999,-999,205.6976042,231.4203125,-999,254.639375,462.9
1/16/2012,20120116,679.9,-999,-999,206.3523958,231.41625,-999,254.4610417,463
1/17/2012,20120117,679.8,-999,-999,206.9446875,231.7123958,-999,254.1261458,463.1
1/18/2012,20120118,679.9,-999,-999,207.5485417,231.7613542,-999,253.8176042,462.8
1/19/2012,20120119,679.7,-999,-999,208.1636458,231.868125,-999,253.618125,462.7
1/20/2012,20120120,679.5,-999,-999,208.7625,232.0297917,-999,253.535,462.5
1/21/2012,20120121,679.8,-999,-999,209.475625,232.0613542,-999,253.6325,462.5
1/22/2012,20120122,679.9,-999,-999,210.0222917,231.9527083,-999,253.6589583,462.4
1/23/2012,20120123,679.9,-999,-999,210.5661458,231.9467708,-999,253.5596875,462.2
1/24/2012,20120124,680,-999,-999,211.1230208,232.3804167,-999,253.541875,462.2
1/25/2012,20120125,680.5,-999,-999,211.6569792,232.4203125,-999,253.6123958,462
1/26/2012,20120126,680.6,-999,-999,212.1832292,232.3233333,-999,253.7232292,461.9
1/27/2012,20120127,680.6,-999,-999,212.6710417,232.2191667,-999,253.9522917,461.8
1/28/2012,20120128,680.7,-999,-999,213.1269792,232.0982292,-999,254.245,461.7
1/29/2012,20120129,680.8,-999,-999,213.5463542,231.9754167,-999,254.543125,461.6
1/30/2012,20120130,680.8,-999,-999,213.9692708,231.8732292,-999,254.8085417,461.6
1/31/2012,20120131,680.8,-999,-999,214.3044792,231.7920833,-999,254.7201042,461.4
2/1/2012,20120201,680.8,-999,-999,214.4970833,231.674375,-999,254.6141667,461.2
2/2/2012,20120202,680.9,-999,-999,214.5122917,231.5839583,-999,254.3809375,461
2/3/2012,20120203,680.9,-999,-999,214.4721875,231.4792708,-999,254.0744792,460.8
2/4/2012,20120204,680.9,-999,-999,214.6197917,231.3775,-999,254.1490625,460.8
2/5/2012,20120205,680.9,-999,-999,214.9041667,231.2871875,-999,254.495625,460.5
2/6/2012,20120206,680.9,-999,-999,214.9947917,231.2084375,-999,254.6754167,460.3
2/7/2012,20120207,681,-999,-999,215.1392708,231.1409375,-999,254.4135417,460.2
2/8/2012,20120208,681,-999,-999,215.38375,231.0529167,-999,254.0988542,460
2/9/2012,20120209,681,-999,-999,215.6223958,230.9707292,-999,253.9229167,459.9
2/10/2012,20120210,681,-999,-999,215.845,230.8978125,-999,253.7834375,459.8
2/11/2012,20120211,681,-999,-999,216.07125,230.8253125,-999,253.7178125,459.7
2/12/2012,20120212,681,-999,-999,216.2255208,230.7540625,-999,253.7166667,459.7
2/13/2012,20120213,681.1,-999,-999,216.4313542,230.7009375,-999,253.7589583,459.6
2/14/2012,20120214,681.2,-999,-999,216.5667708,230.6629167,-999,253.7370833,459.6
2/15/2012,20120215,681.2,-999,-999,216.7261458,230.618125,-999,253.5215625,459.5
2/16/2012,20120216,681.4,-999,-999,216.8830208,230.5542708,-999,253.2421875,459.5
2/17/2012,20120217,681.4,-999,-999,217.0115625,230.4803125,-999,252.8851042,459.5
2/18/2012,20120218,681.4,-999,-999,217.106875,230.4059375,-999,252.913125,459.4
2/19/2012,20120219,681.4,-999,-999,217.2061458,230.3397917,-999,253.2958333,459.3
2/20/2012,20120220,681.4,-999,-999,217.279375,230.2704167,-999,253.6855208,459.2
2/21/2012,20120221,681.5,-999,-999,217.346875,230.2216667,-999,254.0039583,459
2/22/2012,20120222,681.5,-999,-999,217.395625,230.1595833,-999,254.1208333,459
2/23/2012,20120223,681.6,-999,-999,217.4490625,230.1076042,-999,254.1335417,458.9
2/24/2012,20120224,681.6,-999,-999,217.478125,230.0351042,-999,254.1334375,458.8
2/25/2012,20120225,681.5,-999,-999,217.5319792,229.9609375,-999,254.2655208,458.7
2/26/2012,20120226,681.4,-999,-999,217.5505208,229.9029167,-999,254.6183333,458.5
2/27/2012,20120227,681.5,-999,-999,217.5335417,229.8376042,-999,254.9247917,458.5
2/28/2012,20120228,681.6,-999,-999,217.5426042,229.7683333,-999,255.0710417,458.4
2/29/2012,20120229,681.7,-999,-999,217.575625,229.7196875,-999,255.1491667,458.3
3/1/2012,20120301,681.7,-999,-999,217.5875,229.6828125,-999,255.3265625,458.3
3/2/2012,20120302,681.7,-999,-999,217.6108333,229.6425,-999,255.3416667,458.3
3/3/2012,20120303,681.7,-999,-999,217.4378125,229.5896875,-999,255.2928125,458.3
3/4/2012,20120304,681.8,-999,-999,216.673125,229.5296875,-999,255.3019792,458.2
3/5/2012,20120305,681.8,-999,-999,216.0780208,229.4633333,-999,255.1133333,458.1
3/6/2012,20120306,681.8,-999,-999,216.0520833,229.4192708,-999,254.7566667,458.1
3/7/2012,20120307,681.9,-999,-999,215.6117708,229.3878125,-999,254.3807292,458
3/8/2012,20120308,682,-999,-999,215.1507292,229.32125,-999,254.018125,458.6
3/9/2012,20120309,681.9,-999,-999,214.6754167,229.2930208,-999,253.6236458,457.8
3/10/2012,20120310,681.9,-999,-999,214.0066667,229.2286458,-999,253.3895833,457.8
3/11/2012,20120311,681.9,-999,-999,213.145625,229.1660417,-999,253.6291667,457.6
3/12/2012,20120312,682,-999,-999,212.2932292,229.1289583,-999,253.8663542,457.6
3/13/2012,20120313,682,-999,-999,211.4733333,229.0836458,-999,253.8323958,457.4
3/14/2012,20120314,681.7,-999,-999,211.4684375,229.0705208,-999,253.7865625,457.8
3/15/2012,20120315,681.3,-999,-999,211.5609375,229.025,-999,253.7594792,458.2
3/16/2012,20120316,680.8,-999,-999,211.7216667,228.9961458,-999,253.8145833,458.6
3/17/2012,20120317,681,-999,-999,212.0282292,229.04375,-999,254.0083333,459
3/18/2012,20120318,681.4,-999,-999,212.2320833,228.9892708,-999,254.0433333,459.3
3/19/2012,20120319,681.8,-999,-999,212.4052083,228.9526042,-999,253.9276042,459.7
3/20/2012,20120320,681.7,-999,-999,212.4875,228.8855208,-999,253.6844792,460.1
3/21/2012,20120321,681.4,-999,-999,211.9916667,228.8451042,-999,253.3685417,460.4
3/22/2012,20120322,680.8,-999,-999,211.474375,228.8183871,129.6218182,253.121383,460.7
3/23/2012,20120323,680.7,-999,-999,210.7476042,228.7711458,130.0195833,252.99375,461
3/24/2012,20120324,680.4,-999,-999,209.8527083,228.7060417,130.4184375,253.3125,461.3
3/25/2012,20120325,680,-999,-999,208.9839583,228.7342708,131.3195833,253.8280208,461.6
3/26/2012,20120326,679.8,-999,-999,207.9905208,228.7071875,132.4010417,254.1770833,461.9
3/27/2012,20120327,678.4,-999,-999,207.1038542,228.696875,133.3536458,254.4963542,462
3/28/2012,20120328,679.2,-999,-999,207.1605208,228.7638542,134.6921875,254.7742708,462.4
3/29/2012,20120329,679,-999,-999,207.3434375,228.9083333,135.9410417,255.0407292,462.2
3/30/2012,20120330,679.5,-999,-999,206.9809375,229.0841667,137.0690625,255.1934375,462.2
3/31/2012,20120331,679.8,-999,-999,207.3117708,229.2707292,138.1746875,255.4867708,462.2
4/1/2012,20120401,680.2,-999,-999,207.8119792,229.4463636,139.9353125,255.9278125,462.2
4/2/2012,20120402,680.7,-999,-999,208.8747917,-999,141.1455208,256.1786458,462.2
4/3/2012,20120403,681,-999,-999,210.1521875,-999,142.2579167,256.2572917,462.2
4/4/2012,20120404,681,-999,-999,211.35625,-999,143.533125,256.3134375,462.3
4/5/2012,20120405,681,-999,-999,212.39875,-999,144.5589583,256.3509375,462.3
4/6/2012,20120406,681.4,-999,-999,213.3009375,-999,145.6488542,256.5122917,462.2
4/7/2012,20120407,681.4,-999,-999,214.0289583,-999,146.4766667,256.835,462.2
4/8/2012,20120408,681.4,-999,-999,214.5941667,-999,147.3419792,257.1803125,462.3
4/9/2012,20120409,681.5,-999,-999,215.1029167,-999,148.12125,257.4732292,462.2
4/10/2012,20120410,681.5,-999,-999,215.5209375,-999,148.8854167,257.7127083,462.2
4/11/2012,20120411,681.4,-999,-999,215.9255208,-999,149.7846875,257.643125,462.4
4/12/2012,20120412,681.7,-999,-999,216.1741667,-999,150.6834375,257.4325,462.3
4/13/2012,20120413,682,-999,-999,216.3888542,-999,151.5582292,257.3104167,462
4/14/2012,20120414,684.4,-999,-999,217.008125,-999,152.7022917,257.2291667,463
4/15/2012,20120415,684.5,-999,-999,217.8569792,-999,153.764375,257.2746875,463.4
4/16/2012,20120416,684.4,-999,-999,218.64375,-999,154.6011458,257.2330208,463.7
4/17/2012,20120417,684.3,-999,-999,219.2953125,-999,155.3239583,257.0485417,464
4/18/2012,20120418,684.4,-999,-999,219.8539583,-999,156.0759375,256.759375,464.1
4/19/2012,20120419,683.8,-999,-999,220.2492708,-999,156.8232292,256.4582292,464.1
4/20/2012,20120420,683.7,-999,-999,220.59625,-999,157.4376042,256.2920833,464.2
4/21/2012,20120421,683.6,-999,-999,220.8542708,-999,158.0655208,256.2286458,464.2
4/22/2012,20120422,683.6,-999,-999,220.9785417,-999,158.7336458,256.2135417,464.2
4/23/2012,20120423,683.6,-999,-999,221.0703125,-999,159.469375,256.0459375,464.2
4/24/2012,20120424,683.5,-999,-999,221.0904167,-999,160.23125,255.8034375,464.2
4/25/2012,20120425,683.4,-999,-999,221.1513542,-999,160.715625,255.6215625,464.2
4/26/2012,20120426,683.3,-999,-999,221.1601042,-999,161.4985417,255.5936458,464.5
4/27/2012,20120427,683.2,-999,-999,221.1532292,-999,162.3126042,255.5298958,464.5
4/28/2012,20120428,683.4,-999,-999,221.1140625,-999,162.6870833,255.4922917,464.6
4/29/2012,20120429,683.4,-999,-999,221.1104167,-999,163.1498958,255.4534375,464.6
4/30/2012,20120430,683.4,-999,-999,221.1028125,-999,163.778125,255.2836458,464.6
5/1/2012,20120501,683.4,-999,-999,220.9419792,-999,164.301875,254.996875,464.5
5/2/2012,20120502,683.5,-999,-999,220.6897917,-999,164.8265625,254.6947917,464.6
5/3/2012,20120503,683.5,-999,-999,220.5321875,-999,165.378125,254.4370833,464.5
5/4/2012,20120504,683.5,-999,-999,220.5391667,-999,165.9795833,254.5701042,464.5
5/5/2012,20120505,683.5,-999,-999,220.5330208,-999,166.371875,254.8398958,464.5
5/6/2012,20120506,683.5,-999,-999,220.5601042,-999,166.6426042,255.1894792,464.5
5/7/2012,20120507,683.5,-999,-999,220.5434375,-999,166.9877083,255.498125,464.5
5/8/2012,20120508,683.5,-999,-999,220.4441667,-999,167.2864583,255.6638542,464.4
5/9/2012,20120509,683.6,-999,-999,220.215625,-999,167.618125,255.841875,464.4
5/10/2012,20120510,683.6,-999,-999,220.0635417,-999,167.9186458,256.1195833,464.5
5/11/2012,20120511,683.6,-999,-999,220.0305208,-999,168.265625,256.379375,464.5
5/12/2012,20120512,683.6,-999,-999,220.0091667,-999,168.6736458,256.6472917,464.3
5/13/2012,20120513,683.6,-999,-999,220.0078125,-999,169.0036458,256.971875,464.3
5/14/2012,20120514,683.6,-999,-999,219.949375,-999,169.30125,257.2339583,464.3
5/15/2012,20120515,683.6,-999,-999,219.8998958,-999,169.5297917,257.4814583,464.3
5/16/2012,20120516,683.5,-999,-999,219.6929167,-999,169.7389583,257.3514583,464.4
5/17/2012,20120517,683.6,-999,-999,219.3794792,-999,169.9115625,257.0127083,464.6
5/18/2012,20120518,683.6,-999,-999,219.145,-999,170.1792708,256.6913542,464.6
5/19/2012,20120519,683.6,-999,-999,219.0490625,-999,170.4361458,256.5057292,464.7
5/20/2012,20120520,683.6,-999,-999,219.055,-999,170.688125,256.4665625,464.8
5/21/2012,20120521,683.6,-999,-999,218.8514583,-999,171.0328125,256.2544792,464.9
5/22/2012,20120522,683.6,-999,-999,218.1802083,-999,171.2832292,255.9288542,464.7
5/23/2012,20120523,683.6,-999,-999,218.0096875,-999,171.3775,255.5845833,465
5/24/2012,20120524,683.6,-999,-999,217.8570833,-999,171.4159375,255.2751042,465.1
5/25/2012,20120525,683.5,-999,-999,217.8477083,-999,171.5280208,255.0934375,465.2
5/26/2012,20120526,683.6,-999,-999,217.9632292,-999,171.9465625,255.0445833,465.2
5/27/2012,20120527,683.6,-999,-999,218.0571875,-999,172.3082292,255.049375,465.2
5/28/2012,20120528,683.6,-999,-999,218.1005208,-999,172.4357292,255.0788542,465.2
5/29/2012,20120529,683.6,-999,-999,217.9464583,-999,172.59875,254.92875,464.9
5/30/2012,20120530,683.6,-999,-999,217.6909375,-999,172.8001042,254.8878125,465.1
5/31/2012,20120531,683.6,-999,-999,217.4552083,-999,172.8430208,254.9173958,465.3
6/1/2012,20120601,683.6,-999,-999,217.2286458,-999,172.8690625,254.9180208,464.3
6/2/2012,20120602,683.6,-999,-999,217.1914583,-999,173.1477083,255.0636458,465.3
6/3/2012,20120603,683.6,-999,-999,217.275,-999,173.3153125,255.3742708,465.4
6/4/2012,20120604,683.6,-999,-999,217.1035417,-999,173.555625,255.53375,465.6
6/5/2012,20120605,683.6,-999,-999,216.409375,-999,173.9189583,255.5469792,465.4
6/6/2012,20120606,683.6,-999,-999,216.1816667,-999,173.9457292,255.5503125,465.5
6/7/2012,20120607,683.6,-999,-999,216.0048958,-999,174.039375,255.558125,465.4
6/8/2012,20120608,683.6,-999,-999,216.0173958,-999,174.1534375,255.7277083,465.3
6/9/2012,20120609,683.6,-999,-999,216.1385417,-999,174.2354167,255.9885417,465.3
6/10/2012,20120610,683.5,-999,-999,216.2473958,-999,174.3019792,256.3167708,465.2
6/11/2012,20120611,683.5,-999,-999,216.1628125,-999,174.4801042,256.45625,465
6/12/2012,20120612,683.5,-999,-999,215.9205208,-999,174.6255208,256.4208333,464.8
6/13/2012,20120613,683.5,-999,-999,215.67875,-999,174.6502083,256.4536458,464.8
6/14/2012,20120614,683.05,-999,-999,215.5719792,-999,174.7186458,256.4592708,464.7
6/15/2012,20120615,683.5,-999,-999,215.5602083,-999,174.8354167,256.5366667,464.5
6/16/2012,20120616,683.5,-999,-999,215.6107292,-999,174.9696875,256.4502083,464.7
6/17/2012,20120617,683.5,-999,-999,215.7034375,-999,175.1253125,256.423125,464.3
